"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary","income"
"1429",0.09,0.87,6,266,4,0,1,0,"support","medium",52009
"1430",0.87,0.91,4,255,5,0,1,0,"support","medium",59214
"1431",0.43,0.52,2,156,3,0,1,0,"support","medium",49887
"1432",0.36,0.5,2,147,3,0,1,0,"technical","medium",46599
"1433",0.91,0.99,5,265,5,1,1,0,"technical","medium",44067
"1434",0.41,0.48,2,136,3,0,1,0,"technical","medium",50317
"1435",0.37,0.52,2,140,3,0,1,0,"management","medium",58503
"1436",0.43,0.45,2,146,3,0,1,0,"IT","medium",41589
"1437",0.43,0.57,2,142,3,0,1,0,"IT","medium",67460
"1438",0.4,0.53,2,155,3,0,1,0,"IT","high",84873
"1439",0.1,0.89,7,285,4,0,1,0,"IT","low",29961
"1440",0.76,0.99,4,253,5,1,1,0,"IT","medium",43570
"1441",0.82,0.93,4,248,5,0,1,0,"product_mng","medium",64639
"1442",0.11,0.83,7,255,5,0,1,0,"product_mng","medium",44632
"1443",0.43,0.52,2,154,3,1,1,0,"product_mng","medium",60505
"1444",0.11,0.88,7,305,4,0,1,0,"product_mng","low",21919
"1445",0.41,0.48,2,141,3,0,1,0,"IT","low",22717
"1446",0.73,0.87,5,252,5,0,1,0,"RandD","low",28597
"1447",0.37,0.57,2,157,3,0,1,0,"RandD","low",39849
"1448",0.11,0.89,6,250,4,0,1,0,"RandD","low",24229
"1449",0.46,0.52,2,131,3,0,1,0,"RandD","low",29211
"1450",0.41,0.5,2,149,3,0,1,0,"RandD","low",34746
"1451",0.78,0.78,4,260,5,0,1,0,"RandD","low",29123
"1452",0.78,0.86,5,260,6,0,1,0,"marketing","low",19547
"1453",0.72,0.86,5,251,5,0,1,0,"sales","low",37107
"1454",0.63,0.83,6,242,5,0,1,0,"accounting","low",39793
"1455",0.55,1,6,136,3,0,1,0,"support","low",36644
"1456",0.45,0.55,2,155,3,0,1,0,"technical","low",37719
"1457",0.39,0.51,2,155,3,0,1,0,"management","low",17753
"1458",0.1,0.81,6,248,4,0,1,0,"marketing","low",27471
"1459",0.4,0.5,2,136,3,0,1,0,"marketing","low",29819
"1460",0.39,0.54,2,133,3,0,1,0,"marketing","low",39941
"1461",0.78,0.45,4,128,2,0,1,0,"sales","low",23404
"1462",0.42,0.53,2,142,3,0,1,0,"sales","low",35066
"1463",0.39,0.54,2,149,3,0,1,0,"sales","low",28619
"1464",0.46,0.57,2,145,3,0,1,0,"sales","low",30850
"1465",0.1,0.92,6,279,4,0,1,0,"sales","medium",41947
"1466",0.45,0.47,2,146,3,0,1,0,"sales","medium",49799
"1467",0.1,0.83,6,264,4,1,1,0,"sales","medium",44327
"1468",0.1,0.89,7,272,4,0,1,0,"sales","medium",50570
"1469",0.78,0.86,5,256,5,0,1,0,"sales","medium",44031
"1470",0.4,0.65,2,296,5,0,1,0,"sales","medium",67847
"1471",0.45,0.51,2,155,3,1,1,0,"sales","medium",47812
"1472",0.39,0.56,2,130,3,0,1,0,"sales","medium",46490
"1473",0.43,0.48,2,157,3,0,1,0,"sales","medium",63141
"1474",0.09,0.96,6,245,4,0,1,0,"sales","medium",52218
"1475",0.79,0.86,5,226,5,0,1,0,"sales","medium",43092
"1476",0.44,0.47,2,156,3,1,1,0,"sales","medium",47665
"1477",0.79,0.95,5,228,5,0,1,0,"sales","high",86243
"1478",0.38,0.46,2,155,3,0,1,0,"sales","low",22267
"1479",0.36,0.56,2,159,3,0,1,0,"sales","medium",55183
"1480",0.39,0.57,2,142,3,0,1,0,"accounting","medium",53178
"1481",0.09,0.93,6,271,4,0,1,0,"accounting","medium",53375
"1482",0.16,0.65,4,277,5,0,1,0,"accounting","medium",48483
"1483",0.09,0.77,6,310,4,0,1,0,"hr","low",33479
"1484",0.11,0.87,6,254,4,0,1,0,"hr","low",32187
"1485",0.44,0.56,2,142,3,0,1,0,"hr","low",34048
"1486",0.11,0.88,7,253,4,0,1,0,"hr","low",38489
"1487",0.11,0.97,6,260,4,0,1,0,"technical","low",39216
"1488",0.45,0.52,2,147,3,0,1,0,"technical","low",19325
"1489",0.1,0.96,7,288,4,0,1,0,"technical","low",34624
"1490",0.4,0.46,2,160,3,0,1,0,"technical","low",29096
"1491",0.38,0.55,2,130,3,0,1,0,"technical","low",21118
"1492",0.39,0.56,2,133,3,0,1,0,"technical","low",35952
"1493",0.38,0.55,2,160,3,0,1,0,"technical","low",38064
"1494",0.38,0.45,2,151,3,0,1,0,"technical","low",39873
"1495",0.17,0.75,3,188,4,0,1,0,"technical","low",35255
"1496",0.79,0.84,5,247,5,0,1,0,"technical","low",39167
"1497",0.1,0.85,7,259,4,0,1,0,"technical","low",37262
"1498",0.37,0.48,2,129,3,0,1,0,"support","low",29628
"1499",0.42,0.49,2,152,3,0,1,0,"support","low",30267
"1500",0.44,0.48,2,128,3,0,1,0,"support","low",33562
"1501",0.11,0.83,6,253,4,0,1,0,"support","low",36399
"1502",0.39,0.48,2,151,3,0,1,0,"support","low",38572
"1503",0.1,0.83,5,271,5,0,1,0,"support","low",38183
"1504",0.4,0.46,2,155,3,0,1,0,"support","medium",53482
"1505",0.86,0.91,5,245,5,0,1,0,"support","medium",41265
"1506",0.37,0.46,2,157,3,0,1,0,"support","medium",50238
"1507",0.4,0.51,2,160,3,0,1,0,"support","medium",53064
"1508",0.43,0.48,2,149,3,0,1,0,"support","medium",66097
"1509",0.88,0.88,5,248,5,0,1,0,"technical","medium",58771
"1510",0.44,0.52,2,128,3,0,1,0,"technical","medium",54205
"1511",0.87,1,4,224,5,0,1,0,"technical","medium",46649
"1512",0.4,0.46,2,156,3,0,1,0,"management","medium",48987
"1513",0.45,0.52,2,143,3,0,1,0,"IT","medium",56244
"1514",0.84,0.93,4,250,5,0,1,0,"IT","medium",54611
"1515",0.1,0.68,3,179,3,0,1,0,"IT","medium",41690
"1516",0.72,0.99,5,257,5,0,1,0,"IT","high",70176
"1517",0.4,0.5,2,127,3,0,1,0,"IT","low",39502
"1518",0.45,0.5,2,145,3,0,1,0,"product_mng","medium",53411
"1519",0.89,0.98,5,274,5,0,1,0,"product_mng","medium",44849
"1520",0.4,0.55,2,131,3,0,1,0,"product_mng","medium",45841
"1521",0.38,0.53,2,136,3,0,1,0,"product_mng","medium",57610
"1522",0.38,0.47,2,140,3,1,1,0,"IT","low",35863
"1523",0.1,0.82,7,265,4,0,1,0,"RandD","low",36079
"1524",0.42,0.48,2,148,3,1,1,0,"RandD","low",16763
"1525",0.74,0.86,5,262,5,0,1,0,"RandD","low",32878
"1526",0.1,0.8,6,261,4,0,1,0,"RandD","low",38916
"1527",0.82,0.9,5,248,5,0,1,0,"RandD","low",32872
"1528",0.38,0.55,2,131,3,0,1,0,"marketing","low",33871
"1529",0.41,0.56,2,160,3,0,1,0,"sales","low",33396
"1530",0.4,0.47,2,152,3,0,1,0,"accounting","low",39417
"1531",0.83,0.98,4,249,5,0,1,0,"support","low",32896
"1532",0.36,0.57,2,144,3,0,1,0,"technical","low",39081
"1533",0.75,0.98,4,245,5,0,1,0,"management","low",39085
"1534",0.44,0.53,2,146,3,0,1,0,"marketing","low",31124
"1535",0.1,0.94,6,297,5,0,1,0,"marketing","low",37340
"1536",0.39,0.52,2,148,3,1,1,0,"marketing","low",35784
"1537",0.09,0.84,7,260,4,0,1,0,"sales","low",34020
"1538",0.4,0.57,2,152,3,0,1,0,"sales","low",39365
"1539",0.41,0.54,2,135,3,0,1,0,"sales","low",37273
"1540",0.83,0.92,4,235,5,0,1,0,"sales","low",30462
"1541",0.42,0.47,2,145,3,0,1,0,"sales","low",35482
"1542",0.61,0.46,5,220,4,0,1,0,"sales","low",31601
"1543",0.44,0.52,2,128,3,0,1,0,"sales","medium",53474
"1544",0.77,0.81,5,237,5,0,1,0,"sales","medium",62526
"1545",0.81,0.95,4,275,5,0,1,0,"sales","medium",51671
"1546",0.1,0.78,6,310,4,0,1,0,"sales","medium",52717
"1547",0.73,0.84,5,251,6,0,1,0,"sales","medium",55401
"1548",0.09,0.83,6,250,4,0,1,0,"sales","medium",47415
"1549",0.9,0.99,4,259,6,0,1,0,"sales","medium",40567
"1550",0.88,1,4,259,5,0,1,0,"sales","medium",66191
"1551",0.09,0.87,7,305,4,0,1,0,"sales","medium",59851
"1552",0.4,0.56,2,130,3,1,1,0,"sales","medium",54791
"1553",0.17,0.55,6,250,5,0,1,0,"sales","medium",53430
"1554",0.82,0.82,5,220,6,0,1,0,"sales","medium",48535
"1555",0.9,0.83,4,266,5,0,1,0,"sales","high",72649
"1556",0.83,0.92,4,255,5,0,1,0,"accounting","low",39100
"1557",0.44,0.5,2,154,3,0,1,0,"accounting","medium",59955
"1558",0.5,0.85,4,138,3,0,1,0,"accounting","medium",51952
"1559",0.14,0.61,6,291,5,0,1,0,"hr","medium",57192
"1560",0.77,0.82,4,217,5,0,1,0,"hr","medium",69702
"1561",0.09,0.83,6,286,4,0,1,0,"hr","low",36463
"1562",0.11,0.88,6,290,4,0,1,0,"hr","low",35091
"1563",0.44,0.57,2,148,3,0,1,0,"technical","low",32868
"1564",0.43,0.52,2,146,3,0,1,0,"technical","low",22613
"1565",0.12,0.8,5,136,2,0,1,0,"technical","low",35675
"1566",0.1,0.86,7,261,5,0,1,0,"technical","low",21422
"1567",0.1,0.96,6,274,4,0,1,0,"technical","low",27305
"1568",0.4,0.48,2,132,3,0,1,0,"technical","low",34735
"1569",0.41,0.47,2,145,3,0,1,0,"technical","low",28225
"1570",0.37,0.48,2,153,3,0,1,0,"technical","low",27175
"1571",0.4,0.48,2,139,3,0,1,0,"technical","low",32863
"1572",0.74,0.96,4,231,5,0,1,0,"technical","low",38343
"1573",0.39,0.48,2,154,3,0,1,0,"technical","low",39518
"1574",0.11,0.9,5,307,4,0,1,0,"support","low",27514
"1575",0.36,0.51,2,129,3,0,1,0,"support","low",37160
"1576",0.8,0.83,5,275,5,0,1,0,"support","low",39593
"1577",0.6,0.85,3,250,2,0,1,0,"support","low",31514
"1578",0.36,0.54,2,158,3,0,1,0,"support","low",35105
"1579",0.1,0.96,6,310,5,0,1,0,"support","low",32369
"1580",0.65,0.86,2,181,2,0,1,0,"support","low",33186
"1581",0.49,0.73,4,244,3,0,1,0,"support","low",24453
"1582",0.73,0.96,5,256,6,1,1,0,"support","medium",56439
"1583",0.11,0.8,6,259,5,0,1,0,"support","medium",59517
"1584",0.73,0.91,4,247,5,0,1,0,"support","medium",56695
"1585",0.43,0.46,2,129,3,0,1,0,"technical","medium",46316
"1586",0.73,0.93,5,229,5,0,1,0,"technical","medium",64765
"1587",0.76,0.85,5,236,6,0,1,0,"technical","medium",48648
"1588",0.09,0.96,6,281,4,0,1,0,"management","medium",60935
"1589",0.9,0.81,5,264,5,0,1,0,"IT","medium",41760
"1590",0.1,0.81,6,308,4,0,1,0,"IT","medium",47261
"1591",0.43,0.48,2,147,3,0,1,0,"IT","medium",50111
"1592",0.41,0.55,2,159,3,0,1,0,"IT","medium",57823
"1593",0.41,0.57,2,154,3,0,1,0,"IT","medium",47205
"1594",0.1,0.87,6,307,4,0,1,0,"product_mng","high",77070
"1595",0.4,0.46,2,132,3,0,1,0,"product_mng","low",38734
"1596",0.4,0.53,2,152,3,0,1,0,"product_mng","medium",43470
"1597",0.36,0.48,5,310,3,0,1,0,"product_mng","medium",50237
"1598",0.83,0.95,5,230,5,0,1,0,"IT","medium",60720
"1599",0.83,0.94,5,273,5,0,1,0,"RandD","medium",46709
"1600",0.41,0.51,2,144,3,0,1,0,"RandD","low",33760
"1601",0.11,0.93,7,296,4,0,1,0,"RandD","low",36671
"1602",0.68,0.62,5,198,5,1,1,0,"RandD","low",39019
"1603",0.43,0.53,2,157,3,0,1,0,"RandD","low",31179
"1604",0.44,0.51,2,145,3,0,1,0,"marketing","low",38269
"1605",0.87,0.94,5,219,5,0,1,0,"marketing","low",32482
"1606",0.43,0.54,2,153,3,0,1,0,"sales","low",35411
"1607",0.89,0.48,3,178,5,0,1,0,"accounting","low",35937
"1608",0.83,0.88,5,239,5,0,1,0,"support","low",39899
"1609",0.11,0.87,6,278,5,0,1,0,"technical","low",35349
"1610",0.85,1,6,260,3,1,1,0,"management","low",22123
"1611",0.89,0.97,4,264,5,0,1,0,"marketing","low",36409
"1612",0.09,0.92,7,301,4,0,1,0,"marketing","low",20324
"1613",0.43,0.55,4,134,3,0,1,0,"marketing","low",24142
"1614",0.42,0.46,2,147,3,0,1,0,"sales","low",33371
"1615",0.43,0.54,2,130,3,0,1,0,"sales","low",33521
"1616",0.1,0.93,6,307,4,0,1,0,"sales","low",26622
"1617",0.37,0.46,2,156,3,0,1,0,"sales","low",33998
"1618",0.76,0.98,4,237,5,0,1,0,"sales","low",39651
"1619",0.88,0.89,4,254,5,0,1,0,"sales","low",37445
"1620",0.39,0.48,2,151,3,0,1,0,"sales","low",37062
"1621",0.45,0.54,2,131,3,0,1,0,"sales","medium",52070
"1622",0.91,0.95,5,241,5,0,1,0,"sales","medium",54756
"1623",0.86,0.85,5,267,5,0,1,0,"sales","medium",54542
"1624",0.39,0.53,2,153,3,0,1,0,"sales","medium",57278
"1625",0.89,1,4,217,5,0,1,0,"sales","medium",60068
"1626",0.11,0.86,6,254,4,0,1,0,"sales","medium",41785
"1627",0.1,0.87,6,265,5,0,1,0,"sales","medium",63613
"1628",0.38,0.57,2,146,3,0,1,0,"sales","medium",41233
"1629",0.4,0.54,2,156,3,0,1,0,"sales","medium",51054
"1630",0.86,0.97,5,269,5,0,1,0,"sales","medium",41169
"1631",0.1,0.86,6,288,4,0,1,0,"sales","medium",55535
"1632",0.1,0.85,6,283,4,0,1,0,"sales","medium",58787
"1633",0.42,0.5,2,128,3,0,1,0,"accounting","high",72527
"1634",0.36,0.46,2,130,3,0,1,0,"accounting","low",38061
"1635",0.39,0.48,2,127,3,0,1,0,"accounting","medium",53303
"1636",0.43,0.47,2,137,3,0,1,0,"hr","medium",60362
"1637",0.36,0.49,2,133,3,0,1,0,"hr","medium",55771
"1638",0.09,0.91,6,275,4,0,1,0,"hr","medium",44743
"1639",0.42,0.55,2,146,3,0,1,0,"hr","low",34686
"1640",0.42,0.46,2,135,3,0,1,0,"technical","low",24206
"1641",0.91,0.89,5,217,5,0,1,0,"technical","low",39078
"1642",0.41,0.56,2,154,3,0,1,0,"technical","low",36280
"1643",0.11,0.78,6,247,4,0,1,0,"technical","low",19641
"1644",0.09,0.83,6,295,5,0,1,0,"technical","low",20140
"1645",0.83,1,5,224,5,0,1,0,"technical","low",18821
"1646",0.11,0.78,6,281,4,0,1,0,"technical","low",35496
"1647",0.1,0.93,7,258,4,0,1,0,"technical","low",37573
"1648",0.42,0.55,2,150,3,0,1,0,"technical","low",36424
"1649",0.1,0.97,7,282,4,0,1,0,"technical","low",39511
"1650",0.38,0.51,2,138,3,0,1,0,"technical","low",31898
"1651",0.77,0.98,4,238,6,0,1,0,"support","low",35729
"1652",0.11,0.85,7,244,4,0,1,0,"support","low",36458
"1653",0.87,0.97,5,250,6,0,1,0,"support","low",20454
"1654",0.1,0.88,7,282,4,0,1,0,"support","low",35333
"1655",0.1,0.89,7,253,4,0,1,0,"support","low",36530
"1656",0.09,0.9,6,256,4,0,1,0,"support","low",36336
"1657",0.84,0.85,5,260,5,0,1,0,"support","low",38754
"1658",0.11,0.86,6,245,4,0,1,0,"support","low",38251
"1659",0.81,0.97,5,230,5,0,1,0,"support","low",34958
"1660",0.77,0.85,5,276,5,0,1,0,"support","medium",49110
"1661",0.42,0.47,2,137,3,0,1,0,"support","medium",54620
"1662",0.36,0.56,2,140,3,0,1,0,"technical","medium",62226
"1663",0.81,0.83,5,269,6,0,1,0,"technical","medium",54697
"1664",0.37,0.46,2,130,3,1,1,0,"technical","medium",62834
"1665",0.1,0.96,6,264,4,0,1,0,"management","medium",61479
"1666",0.14,0.55,6,175,5,0,1,0,"IT","medium",47623
"1667",0.41,0.51,2,159,3,0,1,0,"IT","medium",46147
"1668",0.44,0.55,2,128,3,0,1,1,"IT","medium",44025
"1669",0.82,0.94,5,232,5,1,1,0,"IT","medium",57814
"1670",0.67,0.54,3,166,5,0,1,0,"IT","medium",52613
"1671",0.44,0.57,2,141,3,0,1,0,"product_mng","medium",47079
"1672",0.42,0.54,2,143,3,0,1,0,"product_mng","high",75698
"1673",0.84,0.83,4,239,5,0,1,0,"product_mng","low",28554
"1674",0.86,1,4,232,5,0,1,0,"product_mng","medium",67348
"1675",0.56,0.86,5,252,2,0,1,0,"IT","medium",45815
"1676",0.09,0.93,6,255,4,0,1,0,"RandD","medium",54904
"1677",0.1,0.81,7,270,4,0,1,0,"RandD","medium",64407
"1678",0.39,0.54,2,149,3,0,1,0,"RandD","low",37731
"1679",0.75,0.89,5,276,5,0,1,0,"RandD","low",25406
"1680",0.43,0.55,2,159,3,0,1,0,"RandD","low",38292
"1681",0.09,0.96,7,274,5,0,1,0,"marketing","low",39935
"1682",0.83,0.94,4,264,5,0,1,0,"sales","low",34586
"1683",0.59,1,3,156,4,0,1,0,"accounting","low",30049
"1684",0.44,0.54,2,135,3,0,1,0,"support","low",35168
"1685",0.38,0.49,2,128,3,0,1,0,"technical","low",38736
"1686",0.76,0.98,5,242,5,0,1,0,"management","low",32311
"1687",0.22,0.86,4,293,3,0,1,0,"marketing","low",36927
"1688",0.4,0.46,2,141,3,0,1,0,"marketing","low",34362
"1689",0.41,0.48,2,155,3,0,1,0,"marketing","low",39503
"1690",0.38,0.51,2,141,3,0,1,0,"sales","low",31179
"1691",0.45,0.68,4,212,4,1,1,0,"sales","low",32412
"1692",0.39,0.56,2,160,3,0,1,0,"sales","low",26658
"1693",0.45,0.47,2,150,3,0,1,0,"sales","low",29445
"1694",0.42,0.53,2,132,3,1,1,0,"sales","low",28916
"1695",0.1,0.87,6,248,4,0,1,0,"sales","low",30533
"1696",0.78,0.96,5,272,5,0,1,0,"sales","low",31655
"1697",0.39,0.56,2,160,3,0,1,0,"sales","low",24361
"1698",0.1,0.87,7,299,4,0,1,0,"sales","low",31482
"1699",0.1,0.8,6,292,4,0,1,0,"sales","medium",65604
"1700",0.43,0.46,2,126,3,0,1,0,"sales","medium",46989
"1701",0.38,0.45,2,132,3,0,1,0,"sales","medium",43388
"1702",0.09,0.77,6,282,5,0,1,0,"sales","medium",44125
"1703",0.39,0.53,2,141,3,0,1,0,"sales","medium",42400
"1704",0.73,0.99,6,206,5,0,1,0,"sales","medium",63162
"1705",0.38,0.49,2,140,3,0,1,0,"sales","medium",55778
"1706",0.1,0.91,6,255,4,0,1,0,"sales","medium",60445
"1707",0.41,0.54,2,133,3,0,1,0,"sales","medium",48555
"1708",0.43,0.51,2,131,3,0,1,0,"sales","medium",64815
"1709",0.79,0.96,4,257,5,0,1,0,"accounting","medium",58276
"1710",0.1,0.81,6,269,4,0,1,0,"accounting","medium",50086
"1711",0.11,0.97,6,254,4,0,1,0,"accounting","high",78258
"1712",0.42,0.5,2,143,3,0,1,0,"hr","low",26362
"1713",0.36,0.51,2,157,3,0,1,0,"hr","medium",61415
"1714",0.63,0.93,5,163,3,0,1,0,"hr","medium",47683
"1715",0.41,0.56,2,133,3,0,1,0,"hr","medium",51716
"1716",0.36,0.46,2,157,3,0,1,0,"technical","medium",53555
"1717",0.1,0.9,6,301,5,0,1,0,"technical","low",28709
"1718",0.11,0.96,6,310,4,0,1,0,"technical","low",23650
"1719",0.44,0.54,2,133,3,0,1,0,"technical","low",37163
"1720",0.77,0.96,5,249,6,0,1,0,"technical","low",33050
"1721",0.91,1,4,251,6,0,1,0,"technical","low",39613
"1722",0.26,0.46,2,242,3,0,1,0,"technical","low",32837
"1723",0.81,0.93,5,265,6,0,1,0,"technical","low",35377
"1724",0.11,0.87,6,280,4,0,1,0,"technical","low",26405
"1725",0.92,0.89,4,241,5,0,1,0,"technical","low",35884
"1726",0.1,0.86,5,253,4,0,1,0,"technical","low",37984
"1727",0.45,0.51,2,137,3,0,1,0,"support","low",34721
"1728",0.11,0.94,6,266,4,0,1,0,"support","low",33403
"1729",0.23,0.7,5,168,4,0,1,0,"support","low",34695
"1730",0.86,0.95,4,270,5,0,1,0,"support","low",39219
"1731",0.44,0.55,2,141,3,0,1,0,"support","low",39427
"1732",0.41,0.56,2,133,3,0,1,0,"support","low",39609
"1733",0.84,0.97,5,256,5,0,1,0,"support","low",34193
"1734",0.42,0.52,2,160,3,0,1,0,"support","low",38934
"1735",0.11,0.88,7,275,4,0,1,0,"support","low",33923
"1736",0.38,0.46,2,160,3,0,1,0,"support","low",38457
"1737",0.11,0.96,7,244,4,0,1,0,"support","low",29625
"1738",0.1,0.83,6,271,4,0,1,0,"technical","medium",44914
"1739",0.86,0.88,5,268,5,0,1,0,"technical","medium",47882
"1740",0.91,1,4,253,5,1,1,0,"technical","medium",59763
"1741",0.37,0.53,2,140,3,0,1,0,"management","medium",51913
"1742",0.46,0.5,2,146,3,0,1,0,"IT","medium",54301
"1743",0.1,0.89,6,259,5,0,1,0,"IT","medium",55553
"1744",0.37,0.46,2,127,3,0,1,0,"IT","medium",62655
"1745",0.4,0.48,2,161,3,0,1,0,"IT","medium",64776
"1746",0.09,0.78,6,260,4,0,1,0,"IT","medium",51220
"1747",0.11,0.89,6,272,4,0,1,0,"product_mng","medium",57062
"1748",0.39,0.48,2,159,3,0,1,0,"product_mng","medium",56463
"1749",0.89,0.96,4,219,6,0,1,0,"product_mng","medium",61566
"1750",0.09,0.91,6,243,4,0,1,0,"product_mng","high",72737
"1751",0.88,0.97,4,255,5,1,1,0,"IT","low",21263
"1752",0.11,0.9,7,245,4,0,1,0,"RandD","medium",41310
"1753",0.1,0.95,6,264,5,0,1,0,"RandD","medium",51510
"1754",0.91,1,4,245,6,0,1,0,"RandD","medium",53150
"1755",0.44,0.52,2,137,3,0,1,0,"RandD","medium",58712
"1756",0.63,0.76,2,157,4,0,1,0,"RandD","low",25417
"1757",0.1,0.87,7,247,4,0,1,0,"marketing","low",38735
"1758",0.36,0.51,2,144,3,0,1,0,"sales","low",38066
"1759",0.45,0.51,2,149,3,0,1,0,"accounting","low",28499
"1760",0.73,1,5,253,6,0,1,0,"support","low",28340
"1761",0.37,0.55,2,140,3,0,1,0,"technical","low",38348
"1762",0.09,0.85,7,307,4,0,1,0,"management","low",35849
"1763",0.41,0.71,3,205,4,0,1,0,"marketing","low",30431
"1764",0.72,1,5,234,5,0,1,0,"marketing","low",36372
"1765",0.36,0.54,2,127,3,0,1,0,"marketing","low",35128
"1766",0.9,1,4,229,5,0,1,0,"sales","low",37088
"1767",0.44,0.56,2,141,3,0,1,0,"sales","low",37721
"1768",0.78,0.95,4,260,5,0,1,0,"sales","low",33679
"1769",0.37,0.52,2,141,3,0,1,0,"sales","low",34151
"1770",0.4,0.47,2,144,3,1,1,0,"sales","low",39946
"1771",0.84,1,5,250,5,0,1,0,"sales","low",39397
"1772",0.09,0.86,6,245,4,0,1,0,"sales","low",30351
"1773",0.83,0.93,4,269,5,0,1,0,"sales","low",30328
"1774",0.11,0.87,6,273,4,0,1,0,"sales","low",38208
"1775",0.37,0.5,2,142,3,0,1,0,"sales","low",33825
"1776",0.09,0.93,6,273,5,0,1,0,"sales","low",37983
"1777",0.43,0.47,2,248,2,0,1,0,"sales","medium",51503
"1778",0.39,0.56,2,147,3,0,1,0,"sales","medium",66455
"1779",0.85,0.9,2,168,2,0,1,0,"sales","medium",66507
"1780",0.38,0.52,2,128,3,0,1,0,"sales","medium",52417
"1781",0.76,0.84,5,227,5,1,1,0,"sales","medium",40882
"1782",0.44,0.51,2,135,3,0,1,0,"sales","medium",46918
"1783",0.73,1,4,268,5,0,1,0,"sales","medium",44416
"1784",0.43,0.53,2,136,3,0,1,0,"sales","medium",57905
"1785",0.43,0.51,2,149,3,1,1,0,"accounting","medium",57000
"1786",0.09,0.96,7,264,4,0,1,0,"accounting","medium",68923
"1787",0.43,0.53,2,143,3,0,1,0,"accounting","medium",58161
"1788",0.45,0.57,2,138,3,0,1,0,"hr","medium",68583
"1789",0.42,0.48,2,146,3,0,1,0,"hr","high",71838
"1790",0.41,0.46,2,150,3,1,1,0,"hr","low",38072
"1791",0.44,0.55,2,156,3,0,1,0,"hr","medium",56141
"1792",0.09,0.92,7,245,4,0,1,0,"technical","medium",56412
"1793",0.41,0.51,2,156,3,0,1,0,"technical","medium",69894
"1794",0.43,0.51,2,143,3,0,1,0,"technical","medium",50928
"1795",0.38,0.51,2,159,3,0,1,0,"technical","low",26358
"1796",0.85,0.96,4,217,5,0,1,0,"technical","low",34411
"1797",0.88,0.91,4,234,6,0,1,0,"technical","low",39078
"1798",0.44,0.46,2,138,3,0,1,0,"technical","low",38571
"1799",0.11,0.92,7,265,4,0,1,0,"technical","low",38728
"1800",0.38,0.5,2,145,3,0,1,0,"technical","low",30168
"1801",0.09,0.78,6,263,4,0,1,0,"technical","low",24285
"1802",0.11,0.79,6,264,4,0,1,0,"technical","low",37074
"1803",0.11,0.88,6,253,4,0,1,0,"support","low",30534
"1804",0.44,0.48,2,155,3,0,1,0,"support","low",37769
"1805",0.38,0.51,2,137,3,0,1,0,"support","low",30091
"1806",0.1,0.87,6,254,5,0,1,0,"support","low",32828
"1807",0.45,0.57,2,143,3,0,1,0,"support","low",36911
"1808",0.11,0.94,7,280,5,0,1,0,"support","low",39212
"1809",0.36,0.48,2,136,3,0,1,0,"support","low",34630
"1810",0.72,0.95,5,271,5,0,1,0,"support","low",39005
"1811",0.43,0.48,2,157,3,0,1,0,"support","low",33298
"1812",0.45,0.5,2,150,3,0,1,0,"support","low",33520
"1813",0.4,0.53,2,127,3,0,1,0,"support","low",37070
"1814",0.1,0.81,6,271,4,0,1,0,"technical","low",39925
"1815",0.83,0.93,5,257,5,0,1,0,"technical","low",39081
"1816",0.11,0.8,7,305,4,0,1,0,"technical","medium",43774
"1817",0.43,0.5,2,152,3,0,1,0,"management","medium",44050
"1818",0.38,0.5,2,144,3,0,1,0,"IT","medium",57990
"1819",0.83,1,5,269,5,0,1,0,"IT","medium",62200
"1820",0.11,0.82,7,285,4,0,1,0,"IT","medium",41993
"1821",0.43,0.52,2,136,3,0,1,0,"IT","medium",63117
"1822",0.11,0.88,6,294,4,0,1,0,"IT","medium",67640
"1823",0.43,0.46,2,157,3,0,1,0,"product_mng","medium",58012
"1824",0.1,0.89,6,280,4,0,1,0,"product_mng","medium",53073
"1825",0.44,0.51,2,152,3,0,1,0,"product_mng","medium",42273
"1826",0.82,0.91,5,276,6,0,1,0,"product_mng","medium",47735
"1827",0.1,0.86,6,247,4,0,1,0,"IT","medium",45069
"1828",0.1,0.95,5,286,4,0,1,0,"RandD","high",70370
"1829",0.3,0.89,5,257,5,0,1,0,"RandD","low",16128
"1830",0.1,0.93,6,258,4,0,1,0,"RandD","medium",64414
"1831",0.39,0.5,2,151,3,0,1,0,"RandD","medium",48716
"1832",0.14,0.47,4,175,2,0,1,0,"RandD","medium",43013
"1833",0.82,0.92,4,252,5,0,1,0,"marketing","medium",51012
"1834",0.1,0.85,6,266,4,0,1,0,"sales","low",36764
"1835",0.09,0.9,6,295,4,0,1,0,"accounting","low",30896
"1836",0.54,0.83,6,165,6,0,1,0,"support","low",34976
"1837",0.61,0.58,2,264,4,0,1,0,"technical","low",39626
"1838",0.1,0.79,6,275,4,0,1,0,"management","low",32817
"1839",0.1,0.9,6,299,4,0,1,0,"marketing","low",31291
"1840",0.36,0.49,2,147,3,0,1,0,"marketing","low",38290
"1841",0.1,0.97,7,306,4,0,1,0,"marketing","low",39253
"1842",0.84,1,5,242,5,0,1,0,"sales","low",29916
"1843",0.38,0.51,2,159,3,0,1,0,"sales","low",37870
"1844",0.41,0.49,2,147,3,0,1,0,"sales","low",36241
